test_case,size,QuickSelect,Select Linear
random,100k,2.452057303237915,0.3814697265625
random,500k,11.004840731430054,1.9073486328125
random,1000k,22.06356323425293,3.814697265625
nearly_sorted,100k,2.4160556673812867,0.3814697265625
nearly_sorted,500k,10.892942628746033,1.9073486328125
nearly_sorted,1000k,21.86185500907898,3.814697265625
reverse_sorted,100k,2.4276084899902344,0.3814697265625
reverse_sorted,500k,10.905757904052734,1.9073486328125
reverse_sorted,1000k,21.93588638305664,3.814697265625
